idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
17105,501 Blue,,,,Ordinary Drink,,Alcoholic,Collins Glass,Mix equal amounts into a glass with ice.,,Mische gleiche Mengen in ein Glas mit Eis.,,Mescolare quantità uguali in un bicchiere con ghiaccio.,,,https://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Blue Curacao,Blueberry schnapps,Vodka,Sour mix,7-Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2016-04-28 19:11:37
14029,57 Chevy with a White License Plate,,,,Cocktail,,Alcoholic,Highball glass,1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir,,1. Füllen Sie ein Rocks Glas mit Eis 2. Geben Sie weiße Creme de Kakao und Wodka hinzu. 3. Umrühren.,,"1. Riempi un bicchiere di tipo highball con ghiaccio
2. Aggiungere la crema di cacao bianca e la vodka
3. mescolare",,,https://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Creme de Cacao,Vodka,,,,,,,,,,,,,,1 oz white ,1 oz ,,,,,,,,,,,,,,,,No,2016-07-18 22:49:04
13940,69 Special,,,,Ordinary Drink,,Alcoholic,Collins Glass,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",,"Gießen Sie 6 cl. Gin. Füge 12 cl. 7-up hinzu. Füge Zitronensaft für den Geschmack hinzu. Wenn Sie zu schwach sind, füllen Sie das Glas mit mehr 7-Up auf.",,"Versare 60ml di Gin.
Aggiungi 120ml di  7 Up/Sprite.
Aggiungi il succo di limone per insaporire.
Se sei debole, rabbocca il bicchiere con più 7-Up/Sprite.",,,https://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Gin,7-Up,Lemon juice,,,,,,,,,,,,,2 oz dry ,4 oz ,0.75 oz ,,,,,,,,,,,,,,,No,2016-08-31 19:44:55
14229,747,,,,Shot,,Alcoholic,Shot glass,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!",,"Gießen Sie kaluha, dann Baileys, dann Frangelico nicht gekühlt und nicht geschichtet -- SERVE!!!!!!!!",,"Versa Kahlua, Baileys e poi Frangelico.",,,https://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Kahlua,Baileys irish cream,Frangelico,,,,,,,,,,,,,1/3 part ,1/3 part ,1/3 part ,,,,,,,,,,,,,,,No,2016-08-31 19:28:26
178318,747 Drink,,,,Cocktail,,Alcoholic,Highball glass,"Fill a Collins glass with ice.
Pour in vodka, lime cordial, and cranberry juice.
Fill up with Sprite.
Garnish with a Lime wheel or some cranberries",,,,"
Riempi un bicchiere Collins di ghiaccio.
Versare la vodka, lo sciroppo di lime e il succo di mirtillo rosso.
Riempi con Sprite.
Guarnire con una fetta di lime o dei mirtilli rossi",,,https://www.thecocktaildb.com/images/media/drink/i9suxb1582474926.jpg,Vodka,Roses sweetened lime juice,Cranberry Juice,Sprite,,,,,,,,,,,,1 oz,1 oz,1 oz,Top,,,,,,,,,,,,,,Yes,
16108,9 1/2 Weeks,,,,Cocktail,,Alcoholic,Cocktail glass,Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.,,Alle Zutaten in einem Glasmischer vermengen. Abkühlen lassen und in das Cocktailglas abseihen. Mit Erdbeerscheiben garnieren.,,"Unisci tutti gli ingredienti in una planetaria.
Raffredda e versa in un bicchiere da cocktail.
Guarnire con la fragola a fette.",,,https://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg,Absolut Citron,Orange Curacao,Strawberry liqueur,Orange juice,,,,,,,,,,,,2 oz ,1/2 oz ,1 splash ,1 oz ,,,,,,,,,,,,,,No,2016-08-31 19:48:22
15200,A Day at the Beach,,Sweet,,Ordinary Drink,,Alcoholic,Highball glass,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.",,"Rum, Amaretto und Orangensaft in einem mit Eis gefüllten Shaker schütteln. Über Eis in ein Highball-Glas abseihen. Grenadine hinzufügen und mit einem Ananaskeil und einer Erdbeere garnieren.",,"Shakerare rum, amaretto e succo d'arancia in uno shaker pieno di ghiaccio.
Filtrare sul ghiaccio in un bicchiere highball.
Aggiungere la granatina e guarnire con uno spicchio di ananas e una fragola.",,,https://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,Coconut rum,Amaretto,Orange juice,Grenadine,,,,,,,,,,,,1 oz ,1/2 oz ,4 oz ,1/2 oz ,,,,,,,,,,,,,,No,2016-02-03 15:47:54
17831,A Furlong Too Late,,,,Ordinary Drink,,Alcoholic,Highball glass,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,,"Den Rum und das Ingwerbier in ein Highball-Glas gießen, das fast mit Eiswürfeln gefüllt ist. Gut umrühren. Mit der Zitronenscheibe garnieren.",,Guarnire con la scorza di limone.Versare il rum e la ginger beer in un bicchiere highball quasi riempito di cubetti di ghiaccio.Mescolare bene.,,,https://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Light rum,Ginger beer,Lemon peel,,,,,,,,,,,,,2 oz ,4 oz ,1 twist of ,,,,,,,,,,,,,,,No,2016-08-31 19:46:06
16943,A Gilligan's Island,,,,Cocktail,,Alcoholic,Collins glass,"Shaken, not stirred!",,"Geschüttelt, nicht gerührt!",,Agita non mescolare!,,,https://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Vodka,Peach schnapps,Orange juice,Cranberry juice,,,,,,,,,,,,1 oz ,1 oz ,3 oz ,3 oz ,,,,,,,,,,,,,,No,2016-04-28 19:12:56
15675,A midsummernight dream,,,,Ordinary Drink,,Alcoholic,Collins Glass,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",,"Die Erdbeeren in einem Mixer mischen. Gießen Sie sie zusammen mit Wodka, Kirch und Erdbeerlikör über Eis in einen Shaker. Gut schütteln und ein Highball Glas einfüllen. Füllen Sie das russische Wasser auf.",,"Mescolare le fragole in un frullatore Versare insieme la vodka, il kirsch e il liquore alla fragola freddo in uno shaker.
Agitare bene e versare in un bicchiere highball.
Aggiungi la Schweppes Russchian.",,,https://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Vodka,Kirschwasser,Strawberry liqueur,Strawberries,Schweppes Russchian,,,,,,,,,,,2 oz ,1 oz ,1 tsp ,5 ,,,,,,,,,,,,,,No,2016-04-28 19:14:52
17832,A Night In Old Mandalay,,,,Ordinary Drink,,Alcoholic,Highball glass,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, den Light Rum, Aejo Rum, Orangensaft und Zitronensaft vermengen. Gut schütteln. In ein Highball-Glas abseihen, das fast mit Eiswürfeln gefüllt ist. Mit dem Ginger Ale bestreuen. Mit der Zitronenscheibe garnieren.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unire il rum light, il rum aejo, il succo d'arancia e il succo di limone. Agitare bene. Filtrare in un bicchiere highball quasi pieno di cubetti di ghiaccio. Completare con la ginger ale. Guarnire con la scorza di limone.",,,https://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Light rum,Añejo rum,Orange juice,Lemon juice,Ginger ale,Lemon peel,,,,,,,,,,1 oz ,1 oz ,1 oz ,1/2 oz ,3 oz ,1 twist of ,,,,,,,,,,,,No,2016-04-29 09:43:00
16405,A Piece of Ass,,,,Other/Unknown,,Alcoholic,Highball glass,Put ice in glass. Pour in shots. Fill with Sour Mix.,,Gib Eis in ein Glas. Füllen Sie Shots ein. Mit Sour Mix auffüllen.,,"Metti il ghiaccio in un bicchiere.
Versare i colpi.
Riempi con Sour Mix.",,,https://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Amaretto,Southern Comfort,Ice,Sour mix,,,,,,,,,,,,1 shot ,1 shot ,cubes,,,,,,,,,,,,,,,No,2016-09-01 09:48:57
14564,A Splash of Nash,,,,Shot,,Alcoholic,Highball glass,Drop shot glass with banana & melon liquers into a 9 oz hi- ball glass containing soda water and cranberry juice. Drink in one shot.,,Lassen Sie das Schnapsglas mit Bananen- und Melonenliköre in ein 27 cl. Hi-Ball Glas mit Sodawasser und Preiselbeersaft fallen. Trinken Sie in einem Zug.,,"Goccia un bicchierino con liquori alla banana e melone in un bicchiere hi-ball da 250gr contenente acqua gassata e succo di mirtillo rosso.
Bevi in un colpo solo.",,,https://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg,Cranberry juice,Soda water,Midori melon liqueur,Creme de Banane,,,,,,,,,,,,2 oz ,2 oz ,0.5 oz ,0.5 oz ,,,,,,,,,,,,,,No,2016-08-31 19:30:01
17005,A True Amaretto Sour,,,,Cocktail,,Alcoholic,Old-fashioned glass,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.",,"Reiben Sie den Rand eines old fashioned Glases mit Zitrone ein und tauchen Sie es wiederholt in Kristallzucker, bis es einen guten ""gefrosteten"" Rand hat. Einen Jigger Amaretto mit dem Saft von 1/2 Zitrone schütteln. In ein Glas abseihen und Eis hinzufügen. Mit einer Marachinokirsche garnieren.",,"Strofinare il bordo di un bicchiere vecchio stile con il limone e immergerlo ripetutamente nello zucchero semolato fino a ottenere un buon bordo ""glassato"".
Shakerare un jigger di Amaretto con il succo di 1/2 limone.
Filtrare nel bicchiere e aggiungere il ghiaccio.
Guarnire con una ciliegia al maraschino.",,,https://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Amaretto,Lemon,Ice,Maraschino cherry,,,,,,,,,,,,1 jigger ,Juice of 1/2 ,,,,,,,,,,,,,,,,No,2016-08-31 19:49:32
17833,A. J.,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",,,,"Shakerare gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/l74qo91582480316.jpg,Applejack,Grapefruit juice,,,,,,,,,,,,,,1 1/2 oz ,1 oz ,,,,,,,,,,,,,,,,Yes,2016-09-02 11:16:58
14560,A.D.M. (After Dinner Mint),,,,Cocktail,,Alcoholic,Irish coffee cup,shake vigorously,,kräftig schütteln,,"Versare tutti gli ingredienti in un bicchiere, agita bene.",,,https://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,White Creme de Menthe,Southern Comfort,Vodka,Hot chocolate,,,,,,,,,,,,1/2 oz ,3/4 oz ,1/2 oz ,Fill with ,,,,,,,,,,,,,,No,2016-08-31 19:53:20
17222,A1,,,,Cocktail,,Alcoholic,Cocktail glass,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",,"Alle Zutaten in einen Cocktailshaker geben, mischen und über Eis in ein gekühltes Glas servieren.",,"Versare tutti gli ingredienti in uno shaker, mescolare e servire con ghiaccio in un bicchiere freddo.",,,https://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Gin,Grand Marnier,Lemon Juice,Grenadine,,,,,,,,,,,,1 3/4 shot ,1 Shot ,1/4 Shot,1/8 Shot,,,,,,,,,,,,,,No,2017-09-07 21:42:09
17834,Abbey Cocktail,,,,Ordinary Drink,,Alcoholic,Cocktail glass,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,,Alle Zutaten (außer der Kirsche) mit Eis schütteln und in ein Cocktailglas abseihen. Mit der Kirsche verzieren und servieren.,,Shakerare tutti gli ingredienti (tranne la ciliegia) con ghiaccio e filtrare in una coppetta da cocktail. Completare con la ciliegia e servire.,,,https://www.thecocktaildb.com/images/media/drink/mr30ob1582479875.jpg,Gin,Orange bitters,Orange,Cherry,,,,,,,,,,,,1 1/2 oz ,1 dash ,Juice of 1/4 ,1 ,,,,,,,,,,,,,,Yes,2016-09-02 11:19:28
17223,Abbey Martini,,,,Cocktail,,Alcoholic,Cocktail glass,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",,"Alle Zutaten in einen Shaker geben und mischen, dann den Inhalt in ein gekühltes Cocktailglas abseihen.",,"Mettere tutti gli ingredienti in uno shaker e mescolare, quindi filtrare il contenuto in una coppetta da cocktail fredda.",,,https://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Gin,Sweet Vermouth,Orange Juice,Angostura Bitters,,,,,,,,,,,,2 shots ,1 shot ,1 shot ,3 dashes ,,,,,,,,,,,,,,No,2017-09-07 21:50:03
13501,ABC,,,,Shot,,Alcoholic,Shot glass,Layered in a shot glass.,,Schichtaufbau in einem Schnapsglas.,,"Versa in ordine di lettera i vari ingredienti. 1/3 del bicchiere va riempito con l'Amaretto, 1/3 di Baileys e il restante di Cognac.",,,https://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Amaretto,Baileys irish cream,Cognac,,,,,,,,,,,,,1/3 ,1/3 ,1/3 ,,,,,,,,,,,,,,,No,2016-08-31 19:32:08
17835,Abilene,,,,Ordinary Drink,,Alcoholic,Highball glass,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,,,,Versare tutti gli ingredienti in un bicchiere highball riempito di cubetti di ghiaccio. Mescolare bene.,,,https://www.thecocktaildb.com/images/media/drink/smb2oe1582479072.jpg,Dark rum,Peach nectar,Orange juice,,,,,,,,,,,,,1 1/2 oz ,2 oz ,3 oz ,,,,,,,,,,,,,,,Yes,2016-04-29 09:44:25
12790,Absinthe #2,,,,Homemade Liqueur,,Alcoholic,Jar,"Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.",,"Zusammen mischen und ein paar Tage ruhen lassen. Durch einen Kaffeefilter abseihen. Zum Servieren 1 Teil Absinth mit 4 Teilen Wasser mischen, Eis hinzufügen, genießen.",,"Mescolate insieme e lasciate riposare qualche giorno.Per servire mescolare 1 parte di assenzio a 4 parti di acqua, aggiungere il ghiaccio e gustare.Filtrare attraverso un filtro da caffè.",,,https://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Vodka,Sugar,Anise,Licorice root,Wormwood,,,,,,,,,,,1 bottle ,50 gr ,50 ml pure ,1 tblsp ,1 ,,,,,,,,,,,,,No,2016-08-31 19:13:17
14374,Absolut Evergreen,,,,Other/Unknown,,Alcoholic,Collins Glass,"Mix, pour over ice and top up with Bitter Lemon.",,"Mischen, über Eis gießen und mit Bitterzitrone auffüllen.",,"Mescolare, versare sopra ghiaccio e completare con Bitter Lemon.",,,https://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Absolut Citron,Pisang Ambon,Ice,Bitter lemon,,,,,,,,,,,,2/3 part ,1/3 part ,cubes,,,,,,,,,,,,,,,No,2016-09-02 11:36:49
14372,Absolut limousine,,,,Other/Unknown,,Alcoholic,Collins Glass,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,,Absolut in ein Glas füllen. Limettensaft zugeben. Füge Eis- und Limettenkeile hinzu.,,"Riempi Absolut in un bicchiere.
Aggiungi il succo di lime.
Aggiungi ghiaccio e spicchi di lime.",,,https://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg,Absolut Citron,Lime juice,Ice,Tonic water,,,,,,,,,,,,2/3 ,1/3 ,Fill with ,Top it up with ,,,,,,,,,,,,,,No,2016-09-01 09:50:44
14360,Absolut Sex,,,,Shot,,Alcoholic,Old-fashioned glass,"Shake Absolut Kurant, Midori, and Cranberry juice in shaker with ice: Strain into rocks glass: Splash of seven on top.Absolut Sex.",,"Absolut Kurant, Midori und Preiselbeersaft im Shaker mit Eis schütteln: In ein Rocks Glas abseihen: Ein Spritzer von 7 oben drauf. Absoluter Sex.",,"Shakerare Absolut Kurant, Midori e il succo di mirtillo rosso in uno shaker con ghiaccio",,,https://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg,Absolut Kurant,Midori melon liqueur,Cranberry juice,Sprite,,,,,,,,,,,,3/4 oz ,3/4 oz ,1 oz ,1 splash ,,,,,,,,,,,,,,No,2016-08-31 19:33:56
15597,Absolut Stress #2,,,,Ordinary Drink,,Alcoholic,Collins Glass,Mix well. Garnish with Orange and Cherry. Enjoy,,Gut mischen. Mit Orange und Kirsche garnieren. Genießen.,,"Mescolare bene.
Guarnire con arancia e ciliegia.",,,https://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Absolut Vodka,Peach schnapps,Coconut liqueur,Cranberry juice,Pineapple juice,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,No,2016-09-02 11:23:45
14107,Absolut Summertime,,,,Cocktail,,Alcoholic,Collins glass,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,,Alle Zutaten außer Zitrone in den mit Eis gefüllten Shaker geben. Abdecken und kräftig schütteln. Inhalt in eisgefülltes Collins-Glas abseihen. Mit Zitrone garnieren.,,"Aggiungere tutti gli ingredienti tranne il limone in uno shaker pieno di ghiaccio.
Coprite e agitate energicamente.
Filtrare il contenuto in un bicchiere collins pieno di ghiaccio.
Guarnire con il limone.",,,https://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg,Absolut Citron,Sweet and sour,Sprite,Soda water,Lemon,,,,,,,,,,,1 1/2 oz ,3/4 oz ,1/2 oz ,3 oz ,1 slice ,,,,,,,,,,,,,No,2016-08-31 19:54:22
15024,Absolutely Cranberry Smash,,,,Ordinary Drink,,Alcoholic,Cocktail glass,Stir ingredients together. Serve over ice.,,Zutaten verrühren. Auf Eis servieren.,,"Mescola gli ingredienti insieme.
Servire con ghiaccio.",,,https://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,Absolut Vodka,Cranberry juice,Ginger ale,Ice,,,,,,,,,,,,2 oz ,4 oz ,2 oz ,Add ,,,,,,,,,,,,,,No,2016-09-02 11:24:44
17224,Absolutely Fabulous,,,,Cocktail,,Alcoholic,Champagne flute,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,,Den Wodka- und Preiselbeersaft in einem Shaker vermischen und in ein Glas abseihen. Mit Champagner auffüllen.,,Mescolare la vodka e il succo di mirtillo rosso in uno shaker e filtrare in un bicchiere. Rabboccare con lo champagne.,,,https://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,Vodka,Cranberry Juice,Champagne,,,,,,,,,,,,,1 shot ,2 shots ,Top up with,,,,,,,,,,,,,,,No,2017-09-07 21:55:34
16134,Absolutly Screwed Up,,,,Cocktail,,Alcoholic,Collins glass,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",,"Schütteln Sie, schmeckt es besser, aber Sie können es auch rühren, wenn Sie wollen. 6 davon und du wirst für den Rest der Nacht erledigt sein.",,"Agitalo perché ha un sapore migliore, ma puoi mescolarlo se vuoi.
6 di quelli e sarai ubriaco per il resto della notte.",,,https://www.thecocktaildb.com/images/media/drink/yvxrwv1472669728.jpg,Absolut Citron,Orange juice,Triple sec,Ginger ale,,,,,,,,,,,,1 shot ,1 shot ,1 shot ,Fill to top ,,,,,,,,,,,,,,No,2016-08-31 19:55:28
17836,Acapulco,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,,Alle Zutaten (außer Minze) mit Eis mischen und schütteln und in ein old-fashioned Glas über Eiswürfel abseihen. Den Minzzweig dazugeben und servieren.,,Unire e scuotere tutti gli ingredienti (tranne la menta) con ghiaccio e filtrare in un bicchiere vecchio stile su cubetti di ghiaccio.Aggiungere il rametto di menta e servire.,,,https://www.thecocktaildb.com/images/media/drink/il9e0r1582478841.jpg,Light rum,Triple sec,Lime juice,Sugar,Egg white,Mint,,,,,,,,,,1 1/2 oz ,1 1/2 tsp ,1 tblsp ,1 tsp ,1 ,1 ,,,,,,,,,,,,Yes,2016-09-02 11:26:16
